"","vaccine","variable","antigen","virus","affinity","model_type","n","hl","hl_se","hl_t","I","I_se","I_t","Pr_t_I","Pr_t_hl","naive_2.5","naive_50","naive_97.5","naive_50_raw","naive_97.5_raw","naive_se"
"12854","Pfizer","Gamma.RBD.IgM","RBD","Gamma","IgM","lm",29,-0.00232238234833755,0.00255945328232586,-0.907374385137096,0.104032943295162,0.263832252003591,0.394314730307293,0.696446039209941,0.372236504345871,0.425834942881269,1,3.62994438567033,25757.75,93499.2000000001,23418.3738095387
"12883","Pfizer","Omicron.RBD.IgM","RBD","Omicron","IgM","lm",27,-0.00201140848473636,0.0009826596985592,-2.04690238918472,0.201466668736927,0.0975025348443493,2.06627108780857,0.0493108929386771,0.051316518073144,0.730515734265734,1,2.13353875291376,34320,73223.05,13758.7429108541
"12910","Pfizer","WT.RBD.IgM","RBD","WT","IgM","lm",26,-0.00278847004816047,0.00165272199977734,-1.68719848137566,-0.10841235234134,0.159976843879927,-0.677675279196719,0.504458823815084,0.104521652524448,0.438740640872359,1,2.86652590877872,29483.25,84514.5,19071.3206671739
"12936","Pfizer","Alpha.RBD.R2a","RBD","Alpha","R2a","lm",28,-0.0182507795561048,0.00234506147347588,-7.78264440507536,3.35260862134786,0.250254979675726,13.3967708682244,3.5177433812494e-13,2.95326734917977e-08,0.43128295200005,1,14.6373514235264,20033.875,293242.86875,85019.2058657796
"12964","Pfizer","Beta.RBD.R2a","RBD","Beta","R2a","lm",29,-0.00753529356915364,0.00112724526294332,-6.68469748054513,1.5057092313521,0.118959325945288,12.657345015931,7.254148064137e-13,3.5590695403571e-07,0.474059644024796,1,3.57740929376648,189788.5,678951.143749999,190299.547635779
"12993","Pfizer","Delta.RBD.R2a","RBD","Delta","R2a","lm",27,-0.0146221883483913,0.0019029652501823,-7.68389666967935,3.18597380048209,0.195278743558299,16.3150056295346,7.7421999087553e-15,4.86119342658633e-08,0.374526501666144,1,6.14453684980016,26333.25,161805.625,45184.6436833481
"13020","Pfizer","Gamma.RBD.R2a","RBD","Gamma","R2a","lm",28,-0.0182829211268239,0.00222048927718031,-8.23373538197874,3.36007626493722,0.231128676828304,14.5376865867375,5.34948200183449e-14,1.02648508757234e-08,0.436043893652845,1,6.77907807666706,25539,173130.875,49074.349997199
"13048","Pfizer","Omicron.RBD.R2a","RBD","Omicron","R2a","lm",25,-0.00337989908916827,0.000673203627406614,-5.02061924738683,0.782629795197801,0.0659901653369177,11.8597944284883,2.79342193848357e-11,4.43195882722854e-05,0.790631366041963,1,1.22117991243761,378473,462183.625,47660.4529830409
"13073","Pfizer","WT.RBD.R2a","RBD","WT","R2a","lm",29,-0.0136043653023595,0.00225718658953731,-6.02713367402566,4.11831134219828,0.238203170198288,17.2890702452451,3.94666444237641e-16,1.96972230056289e-06,0.854988372426861,1,4.02845980113501,26123.25,105236.4625,22812.2448890176
"13102","Pfizer","Alpha.RBD.R2b","RBD","Alpha","R2b","lm",30,-0.0132152698257681,0.00352313018054143,-3.75100241789452,1.87034731898393,0.367933559204211,5.0833833234164,2.20798163881089e-05,0.000815845033673428,0.90243674477602,1,30.6796848921824,3744.75,114887.75,30070.3302513174
"13132","Pfizer","Beta.RBD.R2b","RBD","Beta","R2b","lm",29,-0.00875873262471035,0.00153118240989234,-5.72024114705328,1.66554617273786,0.157622054983854,10.5667076406818,4.29516952374795e-11,4.43543498477773e-06,0.826386813937148,1,6.41557508399419,94463.375,606036.875,147706.516549636
"13161","Pfizer","Delta.RBD.R2b","RBD","Delta","R2b","lm",27,-0.015251183720582,0.00389531185413247,-3.91526642581961,2.18510098177752,0.401284348341945,5.44526840083864,1.18300516889655e-05,0.00061570150159682,0.909808968974394,1,25.1764124102425,3690.5,92913.55,26170.3638332473
"13188","Pfizer","Gamma.RBD.R2b","RBD","Gamma","R2b","lm",28,-0.0138368827035941,0.00380179025949597,-3.63957024431658,2.0880012390657,0.410970336690493,5.08066167470915,2.71656324696814e-05,0.00118790172939636,0.936319874250909,1,20.0359367324885,5089.5,101972.9,27979.1721168356
"13216","Pfizer","Omicron.RBD.R2b","RBD","Omicron","R2b","lm",28,-0.000768568726497304,0.000688827605484044,-1.1157635384796,0.175095307322191,0.0693338188733988,2.52539540107994,0.017990889459106,0.274729931264027,0.603207615586278,1,1.19872980539351,1379591.75,1653757.75,234802.87373615
"13244","Pfizer","WT.RBD.R2b","RBD","WT","R2b","lm",27,-0.0391753164924453,0.0049969414045704,-7.83985908992529,6.05865214643184,0.523906264442881,11.5643819469778,1.58024859960315e-11,3.3904177371319e-08,0.947444180911099,1,1.08674245522205,3056.75,3321.9,132.192397735041
"13271","Pfizer","Alpha.RBD.R3av","RBD","Alpha","R3av","lm",30,-0.0164652131347922,0.00320204580044842,-5.1420917004018,2.31239796541784,0.334401525836558,6.91503413339104,1.62134854161309e-07,1.88064336278583e-05,0.951499644633973,1,14.633276474769,3517.5,51472.5500000001,13407.6683022143
"13301","Pfizer","Beta.RBD.R3av","RBD","Beta","R3av","lm",30,-0.0066110502007625,0.000946349822185273,-6.98584185866546,1.2785070898556,0.0988308238656652,12.936319255958,2.48063324620394e-13,1.34891361937315e-07,0.901133364138982,0.999999999999997,2.89837370494674,154192.5,446907.4875,79351.943154869
"13331","Pfizer","Delta.RBD.R3av","RBD","Delta","R3av","lm",28,-0.0174489141122388,0.00355177250787616,-4.91273415556467,2.63105028703626,0.381456658706671,6.89737674512445,2.53561384868046e-07,4.2307861117452e-05,0.913131313131313,1,13.1207822909951,3489.75,45788.25,11331.6042641515
"13359","Pfizer","Gamma.RBD.R3av","RBD","Gamma","R3av","lm",29,-0.0215391196838488,0.0032987799009752,-6.5294200675472,3.20394720655483,0.350393207856487,9.1438621945751,9.34250806312846e-10,5.31012902786001e-07,0.944067881207886,1,10.2583678562516,5008.75,51381.6,12170.3155562522
"13388","Pfizer","Omicron.RBD.R3av","RBD","Omicron","R3av","lm",29,-0.000956080579041188,0.000514095175842502,-1.85973458606056,0.248031831036504,0.052772676939979,4.70000472628294,6.82105672443561e-05,0.0738516135257211,0.690422879370569,1,1.27661309633157,2080800.25,2656376.85,367679.463140635
"13417","Pfizer","WT.RBD.R3av","RBD","WT","R3av","lm",26,-0.0350109746824091,0.00478076264017593,-7.32330327136273,5.94880021842001,0.514318831980014,11.5663667136559,2.6673200583631e-11,1.4539504363414e-07,0.911280563613759,1,1.16104434314132,3016.25,3502,231.98199820359
"13443","Pfizer","Alpha.RBD.R3b","RBD","Alpha","R3b","lm",28,-0.00286052049784321,0.00149392994331501,-1.91476214172115,0.402030672103842,0.150906468768523,2.66410496107043,0.0130798209601095,0.0665867054654155,0.95344054430184,1,3.13190041750426,3233.5,10127,2721.85073718007
"13471","Pfizer","Beta.RBD.R3b","RBD","Beta","R3b","lm",26,-0.00376168752377551,0.000667612019410401,-5.63454134198726,0.606419748817605,0.0665260966671824,9.11551675504741,2.90483881364696e-09,8.42306098572404e-06,0.830728395555733,1,1.40456164219119,149946,210608.4,24892.6205239093
"13497","Pfizer","Delta.RBD.R3b","RBD","Delta","R3b","lm",26,-0.00338383465135999,0.00168721747309159,-2.00557112839733,0.454507028145304,0.168127579267638,2.70334605497285,0.0124110836806106,0.0563025177527827,0.932952589579095,1,3.00361445783133,3195.5,9598.05000000001,1909.27545207441
"13523","Pfizer","Gamma.RBD.R3b","RBD","Gamma","R3b","lm",26,-0.00696036585610865,0.00198671690334079,-3.50345126897765,0.853715223964651,0.197972051010554,4.31230175980315,0.000238720009645833,0.00182670121768946,0.93209659032024,1,2.19030987667116,4824.5,10567.15,1953.61931293246
"13549","Pfizer","Omicron.RBD.R3b","RBD","Omicron","R3b","lm",29,-0.000537880510371249,0.000613140320031574,-0.87725516133656,0.119982278591843,0.0629398164938519,1.90630169065655,0.0673072353218634,0.388087344266181,0.460578846254507,1,1.24264030335427,2058517.25,2557996.5,495358.635722362
"13578","Pfizer","WT.RBD.R3b","RBD","WT","R3b","lm",25,-0.0249263686301462,0.00461779949634647,-5.39788889705315,3.30689865342961,0.465529159789356,7.10352635037069,3.09439156387813e-07,1.74799656908929e-05,0.94364269446391,0.999999999999998,1.12988130693763,2854,3224.68125,124.316404731568
"13603","Pfizer","Alpha.Spike.C1q","Spike","Alpha","C1q","lm",26,-0.00187877279075785,0.00067365720279167,-2.78891516779175,0.227395021848693,0.0655040206041876,3.47146663290705,0.00197697795414354,0.0101879566319864,0.83499793537731,0.999999999999999,1.26602405285434,2421.75,3065.99375,259.314085224592
"13629","Pfizer","Beta.Spike.C1q","Spike","Beta","C1q","lm",28,-0.000560314096212574,0.000464737693677941,-1.20565666145614,0.114448359629019,0.048200395181118,2.37442782780032,0.0252423898962844,0.238807998663645,0.879523073166762,0.999999999999998,1.30265117603971,3071.75,4001.41875,383.580825902443
"13657","Pfizer","Delta.Spike.C1q","Spike","Delta","C1q","lm",28,-0.00128608651890089,0.000607519125437292,-2.11694819973803,0.15874111694897,0.0615526827691799,2.57894716862696,0.0159206906834716,0.0439911185450825,0.881788279519367,1,1.33784990266497,1862.125,2491.24375,254.224014314866
"13685","Pfizer","Gamma.Spike.C1q","Spike","Gamma","C1q","lm",23,-0.0010906511282653,0.000644552965013365,-1.69210474152839,0.143192645039939,0.0657765398012198,2.17695618335466,0.0410363803417758,0.105412576668599,0.730611009355742,1,1.32161351847535,700345.25,925585.75,120742.21647268
"13708","Pfizer","HKU1.Spike.C1q","Spike","HKU1","C1q","lm",25,-0.000308624734037574,0.000359660584065019,-0.85809996344159,0.044798149003482,0.03414836617218,1.31186800497583,0.202508598751823,0.399691478591673,0.901601219293527,1,1.18800609646764,3485.625,4140.94375,298.602716681001
"13733","Pfizer","OC43.Spike.C1q","Spike","OC43","C1q","lm",27,-0.000261423909420851,0.000416284498084166,-0.627993381026636,0.0354059130693006,0.0428624066813018,0.826036515694439,0.41659724871783,0.535703366684164,0.849900389587391,0.999999999999998,1.1075039844165,2823.5,3127.0375,212.389591811081
"13760","Pfizer","Omicron.Spike.C1q","Spike","Omicron","C1q","lm",29,-0.00014197754832899,0.00026886055996492,-0.528071310821919,0.0560471930323869,0.0276768814035424,2.02505449278015,0.0528533599472218,0.601763479634081,0.922229249781064,1,1.15948233920405,2569.25,2979,161.87437050984
"13789","Pfizer","WT.Spike.C1q","Spike","WT","C1q","lm",29,-0.000229322817964727,0.000293000376958046,-0.782670726725935,0.0408643718441155,0.030047800843717,1.35997879034998,0.185085126106642,0.440631476215404,0.916534446764092,0.999999999999998,1.17432933194155,2395,2812.51875,175.200622329135
"13818","Pfizer","Alpha.Spike.IgA1","Spike","Alpha","IgA1","lm",28,-0.00565123277266374,0.00282742119515809,-1.99872335340111,1.18601506735131,0.28545104037775,4.15488087127587,0.000311839399705444,0.0561945191379824,0.646372214088173,1,1.76085082153897,6147,10823.95,2221.19899792874
"13846","Pfizer","Beta.Spike.IgA1","Spike","Beta","IgA1","lm",28,-0.00671388477303366,0.00189757252784042,-3.53814395736144,1.11489921506405,0.191674954090726,5.81661396687401,3.95602545636717e-06,0.00153936434334203,0.798241324921136,1,1.3335094637224,6340,8454.45,1058.0055187357
"13874","Pfizer","Delta.Spike.IgA1","Spike","Delta","IgA1","lm",29,-0.00420370195587789,0.00164521638419022,-2.5551058184647,1.07999447251968,0.16943828417419,6.37396960069188,7.94628870282183e-07,0.0165654654827716,0.615756200356621,1,1.98182849732534,6169,12225.9,2533.49032643471
"13903","Pfizer","Gamma.Spike.IgA1","Spike","Gamma","IgA1","lm",22,0.00341835133572797,0.00186446951184961,1.83341766330995,-0.378239288928828,0.170836137894958,-2.21404729461512,0.0386061543332049,0.0816677713231177,0.807851746918495,1,1.30185529374486,93886.75,122226.9625,15796.6964556213
"13925","Pfizer","HKU1.Spike.IgA1","Spike","HKU1","IgA1","lm",28,-3.91517035732178e-05,0.00227118169216235,-0.0172384726894933,0.149252098367396,0.229531857827272,0.650245677354781,0.521238323337142,0.986377976359768,0.6460590236908,1,3.87252338048667,11681.75,45237.8500000001,13380.3619078188
"13953","Pfizer","OC43.Spike.IgA1","Spike","OC43","IgA1","lm",28,-0.00385829564785518,0.00309301096729823,-1.24742384965593,0.63152616101573,0.311001445286518,2.03062130606473,0.0526375599425721,0.223361530292772,0.502819067145054,1,9.38376900734673,14632.5,137308.000000001,69519.007797153
"13981","Pfizer","Omicron.Spike.IgA1","Spike","Omicron","IgA1","lm",29,-0.00263862971122386,0.00106011542038594,-2.48900229209312,0.479201405715717,0.109278274651683,4.38514798337676,0.000158726872573788,0.0192709666092394,0.708185383544891,1,2.57202378442205,5928.25,15247.6,2804.12148891125
"14010","Pfizer","WT.Spike.IgA1","Spike","WT","IgA1","lm",30,-0.0082250618771435,0.00252833544366345,-3.25315293813456,1.84027750609359,0.264043453116538,6.96960096670669,1.40697694228065e-07,0.00297549756536072,0.940105467665834,1,1.17257840688315,3603,4224.8,258.518805914316
"14040","Pfizer","Alpha.Spike.IgG1","Spike","Alpha","IgG1","lm",21,-0.0202958173746247,0.00546331524971778,-3.71492700804208,5.85641125773995,0.557776954428599,10.4995575941989,2.38640847026432e-09,0.0014688965086956,0.411038449416955,1,11.2677986132997,6346,71505.45,19352.9705126377
"14061","Pfizer","Beta.Spike.IgG1","Spike","Beta","IgG1","lm",22,-0.0218460033388521,0.00577324674609359,-3.78400652174342,5.77655055201296,0.603641319305173,9.56950819513501,6.596091938516e-09,0.00116519951040642,0.344082792643037,1,14.3466539760845,9324.5,133775.375,39278.4572335163
"14083","Pfizer","Delta.Spike.IgG1","Spike","Delta","IgG1","lm",23,-0.0262655546361535,0.0061684361901714,-4.25805728168256,5.82976506573909,0.633497521904155,9.20250650423396,8.13403091126515e-09,0.000350549359969464,0.395675045120395,1,3.09436875467711,5679.25,17573.69375,5175.64328147558
"14106","Pfizer","Gamma.Spike.IgG1","Spike","Gamma","IgG1","lm",25,-0.0193756890997242,0.00484022033360109,-4.00305931637389,4.99255871933263,0.485965834930872,10.2734767764956,4.58368371008005e-10,0.000558284266718687,0.537265871506255,1,4.07881710564594,11171.75,45567.525,11044.2316724366
"14131","Pfizer","HKU1.Spike.IgG1","Spike","HKU1","IgG1","lm",22,-0.00997209519415055,0.00846308539474509,-1.17830492415242,0.834679454393192,0.841424324628047,0.991983984729896,0.33305603939327,0.252505129688647,0.0491933832763455,0.999999999999998,13.6569298750458,77538.375,1058936.15,292340.081946975
"14153","Pfizer","OC43.Spike.IgG1","Spike","OC43","IgG1","lm",20,-0.0153771831882418,0.00873111180196629,-1.76119416828207,0.890985274032286,0.845093147017764,1.05430422335866,0.305690777705206,0.0951831394147342,0.0146821757298681,0.999999999999998,5.15363862797567,373980.25,1927359.0625,526691.723516188
"14173","Pfizer","Omicron.Spike.IgG1","Spike","Omicron","IgG1","lm",26,-0.017965866392505,0.00552476139181331,-3.25188096252032,3.78311409132155,0.570167482541843,6.63509268269068,7.30545694412088e-07,0.00338644869791412,0.768355870087199,1,1.5561986604322,7913,12314.2,1759.40333512357
"14199","Pfizer","WT.Spike.IgG1","Spike","WT","IgG1","lm",19,-0.0199389651986803,0.00713366241094137,-2.79505309476078,6.69633652492476,0.690659603054044,9.69556710036908,2.43117279405807e-08,0.0124341483580088,0.770440345135376,0.999999999999999,9.13863805415052,3361,30714.9624999999,11873.3473394721
"14218","Pfizer","Alpha.Spike.IgG2","Spike","Alpha","IgG2","lm",26,-0.00686212988347998,0.00225370559544008,-3.04482089291703,1.11758377540917,0.228858056421719,4.88330536789053,5.58875016492596e-05,0.00557748478184445,0.677220970228917,1,6.90019125845091,4215.5,29087.7562499998,17995.27753138
"14244","Pfizer","Beta.Spike.IgG2","Spike","Beta","IgG2","lm",27,-0.00764299931330787,0.00234788241171381,-3.25527346479372,1.28880747478566,0.242484042882513,5.31501974094891,1.65311529612625e-05,0.00324415119260514,0.664682866556837,1,12.7578253706756,4856,61952.0000000008,47630.2425941483
"14271","Pfizer","Delta.Spike.IgG2","Spike","Delta","IgG2","lm",27,-0.00466712129162032,0.00187807882109812,-2.48505080787367,0.760128519448246,0.193775104862895,3.92273568880828,0.000604035084240012,0.0200025249430721,0.7131579965939,1,1.72315954482118,3229.5,5564.94375,1004.62490815537
"14298","Pfizer","Gamma.Spike.IgG2","Spike","Gamma","IgG2","lm",28,-0.0050171668837227,0.00140641828918038,-3.5673362059637,0.883166959217646,0.142634371767791,6.1918242305259,1.50392138869482e-06,0.00142895627429536,0.685102535530663,0.999999999999998,1.47294098097863,6394.125,9418.16875,1494.96552006626
"14326","Pfizer","HKU1.Spike.IgG2","Spike","HKU1","IgG2","lm",28,-0.0020334933783599,0.00319770716692929,-0.635922325655801,-0.0376048678614906,0.325226514790918,-0.115626697551601,0.90883682382449,0.530385455286379,0.310270588235294,1,7.38898823529413,12750,94209.6000000001,26055.4365337973
"14354","Pfizer","OC43.Spike.IgG2","Spike","OC43","IgG2","lm",29,-0.000763327834610389,0.00339078137493158,-0.225118564191061,0.162396933100331,0.350143294350235,0.463801351391557,0.646507647864684,0.82358220630224,0.433550565791813,1,10.6440310444932,8439.5,89830.3000000001,24272.5027785205
"14383","Pfizer","Omicron.Spike.IgG2","Spike","Omicron","IgG2","lm",29,-0.000711885727285524,0.000374729278382559,-1.89973340316036,0.0895605008078675,0.038575155082554,2.32171460143713,0.0280356948046413,0.0681986930636794,0.867268156571639,0.999999999999998,1.34214509463266,4748.625,6373.34375,609.676116256715
"14412","Pfizer","WT.Spike.IgG2","Spike","WT","IgG2","lm",25,-0.0110509850826936,0.00368905325912935,-2.99561548897285,2.53670833452845,0.369018193676538,6.87420939671065,5.21751370622177e-07,0.0064564341334453,0.934249051147659,1,11.141984456895,2766.5,30824.3,6828.5423218459
"14437","Pfizer","Alpha.Spike.IgG3","Spike","Alpha","IgG3","lm",30,-0.0138415146248639,0.00214243989245916,-6.46063148543043,2.38721785823945,0.223742948633378,10.6694663354558,2.25880433774332e-11,5.34790886363417e-07,0.723104851330204,1,2.39043505477309,3993.75,9546.80000000004,3266.50918777104
"14467","Pfizer","Beta.Spike.IgG3","Spike","Beta","IgG3","lm",30,-0.0133008167203767,0.00205512532300763,-6.47202220296291,2.33657809751683,0.214624364118359,10.8868259534052,1.42793428584853e-11,5.18894001541065e-07,0.690989978000489,1,2.70830603764362,5113.75,13849.6000000001,4315.01410960596
"14497","Pfizer","Delta.Spike.IgG3","Spike","Delta","IgG3","lm",30,-0.013500797526806,0.00217365681672495,-6.21109892919879,2.18010882165801,0.227003047881472,9.60387467042444,2.33112576411692e-10,1.03899221761348e-06,0.735960972587889,1,1.55535078209695,3228.5,5021.45000000001,821.064553963675
"14527","Pfizer","Gamma.Spike.IgG3","Spike","Gamma","IgG3","lm",30,-0.0129208878298372,0.00198378660748829,-6.51324481225153,2.20045211309243,0.207174197316389,10.6212653003886,2.50258224482773e-11,4.65261524681717e-07,0.744957062481492,1,1.78534794196032,4221.25,7536.4,1071.44035488087
"14557","Pfizer","HKU1.Spike.IgG3","Spike","HKU1","IgG3","lm",28,0.000173064465581477,0.00169833279053487,0.101902563823768,0.128850656034378,0.17232220508835,0.747731007552488,0.46133237797468,0.919615852843459,0.678440460218726,1,2.92523478472985,6149.25,17988,4610.75235909279
"14585","Pfizer","OC43.Spike.IgG3","Spike","OC43","IgG3","lm",30,-0.00120229969871762,0.0016432367495134,-0.731665536979771,0.238666391881441,0.171609311856512,1.39075432037742,0.175255049671717,0.470452541100695,0.582174780231957,1,3.57862894289725,6768.5,24221.95,5340.66300738289
"14615","Pfizer","Omicron.Spike.IgG3","Spike","Omicron","IgG3","lm",30,-0.00748001326805888,0.00132856085289448,-5.63016233073741,1.10362528202412,0.138746540200149,7.95425442992734,1.15733020184432e-08,4.97320488962861e-06,0.899054964153813,1,1.14868563980013,4603,5287.4,308.145209552987
"14645","Pfizer","WT.Spike.IgG3","Spike","WT","IgG3","lm",30,-0.0149999647733007,0.00251060497357954,-5.97464154303584,3.32907197391939,0.262191794327326,12.6970868118142,3.88668794013253e-13,1.95931152534966e-06,0.927697907188353,1,1.43506824385805,2747.5,3942.85,359.768587830806
"14675","Pfizer","Alpha.Spike.IgG4","Spike","Alpha","IgG4","lm",18,-0.00357289397028632,0.00307506727695857,-1.16189131764952,0.691002675738395,0.254522583523299,2.71489730370091,0.0152977823169758,0.262319277651244,0.930072429686765,1,1.27201580284075,2657.75,3380.7,266.843066138176
"14693","Pfizer","Beta.Spike.IgG4","Spike","Beta","IgG4","lm",19,-0.00143680190179897,0.00254559665409943,-0.564426378972939,0.470261035205192,0.205078789179086,2.29307495469234,0.0348654692939907,0.579835676660869,0.914531274868693,1,1.22805984402355,3141.5,3857.95,297.045841393554
"14712","Pfizer","Delta.Spike.IgG4","Spike","Delta","IgG4","lm",19,-5.31692429600113e-06,0.00202810504322978,-0.00262162175166917,0.258656414069452,0.176067455473971,1.46907566405814,0.160074570534064,0.997938769543112,0.92014018179827,1,1.30699813821049,2282.75,2983.55,260.215546807237
"14731","Pfizer","Gamma.Spike.IgG4","Spike","Gamma","IgG4","lm",18,0.00151692793547079,0.00247427938358438,0.613078678800324,0.132060836208771,0.205028715931143,0.644108975706221,0.528631070987306,0.548440784879496,0.879957453274579,1,1.31185230208175,3290.5,4316.65,350.699303927978
"14749","Pfizer","HKU1.Spike.IgG4","Spike","HKU1","IgG4","lm",29,-0.00012341668779683,0.000377583164234572,-0.326859615277121,0.0239740858087818,0.0389904857900035,0.61487014903847,0.543788172165257,0.746294559627029,0.911417049089139,1,1.42903629536921,3595.5,5138.10000000001,951.603741144908
"14778","Pfizer","OC43.Spike.IgG4","Spike","OC43","IgG4","lm",30,-7.79176129136044e-05,0.000361269161452179,-0.215677453897261,0.0403945937098371,0.0377286792120163,1.07066015968488,0.293464944403076,0.83080260903438,0.907375145180023,1,1.5305168408827,3444,5271.10000000001,973.123341798085
"14808","Pfizer","Omicron.Spike.IgG4","Spike","Omicron","IgG4","lm",24,0.000270753616543617,0.000423322821911983,0.639591353286198,0.059410249740568,0.0411485969306634,1.44379770325282,0.162886461377702,0.5290428949168,0.952972354393784,1,1.07168583990845,4150.75,4448.3,144.174158480238
"14832","Pfizer","WT.Spike.IgG4","Spike","WT","IgG4","lm",15,0.0123383898158615,0.0170446611406117,0.723885896825681,0.0179236932969138,1.07981212994123,0.0165988997529499,0.987008651022905,0.481959931552841,0.945336762884634,1,1.05633990663999,2624.25,2772.1,89.3792056384939
"14847","Pfizer","Alpha.Spike.IgM","Spike","Alpha","IgM","lm",26,-0.00328688218047793,0.00161054503443725,-2.04085083632971,-0.111767997268928,0.156161870289643,-0.715718869539826,0.481070993156157,0.0524112480437284,0.438345390273204,1,2.69372606978332,28925.25,77916.7,17892.6860105461
"14873","Pfizer","Beta.Spike.IgM","Spike","Beta","IgM","lm",24,-0.00384275018224629,0.0022354610615658,-1.71899669751111,-0.00452981562254243,0.216236808283833,-0.0209484021637824,0.983475653680323,0.099656505816193,0.467171745541357,1,2.548344333661,35605,90733.8,19447.0855158759
"14897","Pfizer","Delta.Spike.IgM","Spike","Delta","IgM","lm",27,-0.00338746860493382,0.00184004271199296,-1.84097281158481,0.0673155096979084,0.182762138806125,0.368323057158556,0.715732880850907,0.0775239327512549,0.390705550329257,1,4.09449805133719,18602.5,76167.9000000001,19650.5781203479
"14924","Pfizer","Gamma.Spike.IgM","Spike","Gamma","IgM","lm",21,-0.00286302373632025,0.00193716624576053,-1.47794426141068,-0.0913585835960758,0.172062823790209,-0.530960619985328,0.601598269955706,0.155808884283901,0.55266709029766,1,2.87245803554217,35014.75,100578.4,24667.8284656638
"14945","Pfizer","HKU1.Spike.IgM","Spike","HKU1","IgM","lm",28,-0.0014829478414991,0.00252628981588275,-0.587006222396111,0.00940648186548181,0.265023162651813,0.0354930556686475,0.971957683330989,0.562262633974596,0.437521282513781,1,2.56276866539674,29660.5,76013,17516.2891102914
"14973","Pfizer","OC43.Spike.IgM","Spike","OC43","IgM","lm",27,-0.00342927378683683,0.00209908558527027,-1.63369888817339,0.147680967060406,0.208599936571003,0.707962665224199,0.485517154203572,0.114854352904096,0.448710422480994,1,2.35569964392263,20782,48956.1500000001,12324.0944326547
"15000","Pfizer","Omicron.Spike.IgM","Spike","Omicron","IgM","lm",28,-0.00270507242473174,0.00168563507480115,-1.60477938859385,0.286983359007301,0.170267023176149,1.68548996543155,0.103860919180952,0.120621968749894,0.639318236763639,1,4.10070110403741,12409,50885.6000000001,15521.3618203712
"15028","Pfizer","WT.Spike.IgM","Spike","WT","IgM","lm",29,-0.00842643967712504,0.00235298051822216,-3.58117698462365,1.48663547330628,0.247156437759363,6.01495751752864,2.03390338404445e-06,0.00132495586283497,0.678772563176895,1,1.97234657039711,5540,10926.8,2027.89164305692
"15057","Pfizer","Alpha.Spike.R2a","Spike","Alpha","R2a","lm",28,-0.0216367043537655,0.0033496905631586,-6.45931435928312,5.04820712737841,0.357464720343011,14.1222527429681,1.04758111042479e-13,7.60942014198353e-07,0.826961034936865,1,3.21079711828957,8068.125,25905.1125,4742.8016120258
"15085","Pfizer","Beta.Spike.R2a","Spike","Beta","R2a","lm",29,-0.0221449308740385,0.00323101128184375,-6.85386986993178,4.93313062107625,0.340971869073252,14.4678522438942,3.07507723183927e-14,2.30846636451765e-07,0.889029938897234,1,8.48242602773684,8571.625,72708.1749999997,31985.9881696425
"15114","Pfizer","Delta.Spike.R2a","Spike","Delta","R2a","lm",28,-0.0200633291344909,0.00282892004328143,-7.09222205913544,4.76011478216466,0.294323266703117,16.1730835468274,4.36858681501814e-15,1.56645985722371e-07,0.865896896435819,1,2.39211348612546,10040.875,24018.9125,6438.84975536209
"15142","Pfizer","Gamma.Spike.R2a","Spike","Gamma","R2a","lm",29,-0.00861961458462348,0.00116574408982095,-7.39408817071281,2.24326577174356,0.1230221458529,18.2346499989187,1.04572782294888e-16,5.92448686098235e-08,0.811926314872453,1,2.74344098220438,126267,346406.0625,67659.7986994622
"15171","Pfizer","HKU1.Spike.R2a","Spike","HKU1","R2a","lm",25,0.000620732179725822,0.00437727260837318,0.141807978451796,-0.315467649438682,0.432589709754934,-0.729253706976518,0.473208079757125,0.888466513330792,0.176192695675334,1,7.89304191497154,75092.5,592708.25,181616.356893222
"15196","Pfizer","OC43.Spike.R2a","Spike","OC43","R2a","lm",25,-0.00193896242001091,0.00319045278758845,-0.607738947761238,-0.133993556076129,0.312741195058099,-0.42844869238041,0.672310286174499,0.549314916616473,0.101898572455065,1,2.54029143112909,437341.75,1110975.5,304828.931914706
"15221","Pfizer","Omicron.Spike.R2a","Spike","Omicron","R2a","lm",26,-0.0226594739350684,0.00331822975649146,-6.82878389922808,3.26543014327717,0.354732573723778,9.20532926818242,2.41434771447179e-09,4.61029419499715e-07,0.857872082782915,1,1.86120651695288,5677.5,10567,2020.32065977071
"15247","Pfizer","WT.Spike.R2a","Spike","WT","R2a","lm",27,-0.019872264777504,0.00334834326024089,-5.9349544634424,5.37065744769869,0.3430946135665,15.6535755308724,1.99346260130067e-14,3.39983839874909e-06,0.95402220324509,1,1.42607458013094,4391.25,6262.25,566.214279928946
"15274","Pfizer","Alpha.Spike.R2b","Spike","Alpha","R2b","lm",29,-0.0307771226315413,0.0047361428414388,-6.49835185760392,4.31404216536089,0.499909723311939,8.62964244179937,3.03350657310662e-09,5.75448214901832e-07,0.951131150134472,1,1.06391393766809,3160.5,3362.5,97.547663417724
"15303","Pfizer","Beta.Spike.R2b","Spike","Beta","R2b","lm",30,-0.0282828886474485,0.00456526171690459,-6.19523926584987,3.89531803130647,0.476767222930518,8.17027229213312,6.80059093537137e-09,1.08399385508443e-06,0.965222024866785,1,1.068134991119,4222.5,4510.2,116.56431166843
