"","vaccine","variable","antigen","virus","affinity","model_type","n","hl","hl_se","hl_t","I","I_se","I_t","Pr_t_I","Pr_t_hl","naive_2.5","naive_50","naive_97.5","naive_50_raw","naive_97.5_raw","naive_se"
"6377","CoronaVac","OC43.Spike.IgG4","Spike","OC43","IgG4","lm",64,-0.000208738926372761,0.000478047748924473,-0.436648696374763,0.0896423373744247,0.0422801243509314,2.12020041924143,0.0379980766083548,0.663883068233524,0.907375145180023,1,1.5305168408827,3444,5271.10000000001,973.123341798085
"6441","CoronaVac","Omicron.Spike.IgG4","Spike","Omicron","IgG4","lm",66,-0.00015181182863598,0.000110494636417289,-1.37392939203541,0.0248097998942511,0.00975232658858543,2.54398780320684,0.0133844746858522,0.174256670455269,0.952972354393784,1,1.07168583990845,4150.75,4448.3,144.174158480238
"6507","CoronaVac","WT.Spike.IgG4","Spike","WT","IgG4","lm",64,-7.85090824272541e-05,0.000115928561888209,-0.677219497495026,0.00979156715079236,0.0100738164038708,0.971981894272956,0.334836448665282,0.500785902098025,0.945336762884634,1,1.05633990663999,2624.25,2772.1,89.3792056384939
"6571","CoronaVac","Alpha.Spike.IgM","Spike","Alpha","IgM","lm",57,-0.00256121099962192,0.00175929304923548,-1.45581829061106,0.155713719351069,0.150361740802894,1.03559401826287,0.304923514545652,0.151127624997905,0.438345390273204,1,2.69372606978332,28925.25,77916.7,17892.6860105461
"6628","CoronaVac","Beta.Spike.IgM","Spike","Beta","IgM","lm",56,-0.00245076624200304,0.00184201577231631,-1.33048059567982,0.194048572330316,0.155822488607158,1.2453181441578,0.218391652529869,0.188951449151641,0.467171745541357,1,2.548344333661,35605,90733.8,19447.0855158759
"6684","CoronaVac","Delta.Spike.IgM","Spike","Delta","IgM","lm",58,-0.00155581534494662,0.00204661854935829,-0.760188236070879,0.189121819530356,0.173042486247628,1.09292130292048,0.279107717525,0.450330832259653,0.390705550329257,1,4.09449805133719,18602.5,76167.9000000001,19650.5781203479
"6742","CoronaVac","Gamma.Spike.IgM","Spike","Gamma","IgM","lm",56,-0.00215296474433008,0.00166868679943457,-1.29021500323465,0.182126161577561,0.144766222358405,1.25807083040865,0.213778993675909,0.202473703282762,0.55266709029766,1,2.87245803554217,35014.75,100578.4,24667.8284656638
"6798","CoronaVac","HKU1.Spike.IgM","Spike","HKU1","IgM","lm",57,-0.00172393231161654,0.00191076820163051,-0.902219489598721,-0.0190258746845177,0.161082942736565,-0.118112286510885,0.906408997055391,0.370874575120249,0.437521282513781,1,2.56276866539674,29660.5,76013,17516.2891102914
"6855","CoronaVac","OC43.Spike.IgM","Spike","OC43","IgM","lm",61,-0.0018688829806499,0.00171478055317749,-1.08986714200068,-0.0219468468779361,0.145921943415822,-0.150401278684974,0.880961044193925,0.280203069833163,0.448710422480994,1,2.35569964392263,20782,48956.1500000001,12324.0944326547
"6916","CoronaVac","Omicron.Spike.IgM","Spike","Omicron","IgM","lm",62,-0.000769367170052053,0.00166294080501197,-0.462654574193647,0.269964817986039,0.139976656364804,1.92864171067541,0.058510247855916,0.645285543443132,0.639318236763639,1,4.10070110403741,12409,50885.6000000001,15521.3618203712
"6978","CoronaVac","WT.Spike.IgM","Spike","WT","IgM","lm",62,-0.00460014149096652,0.00150345863071639,-3.05970606505787,0.725834454579817,0.124780930825277,5.81687001194242,2.47938817020467e-07,0.00331000550124477,0.678772563176895,1,1.97234657039711,5540,10926.8,2027.89164305692
"7040","CoronaVac","Alpha.Spike.R2a","Spike","Alpha","R2a","lm",62,-0.013140108996321,0.00289397932564499,-4.54049857228764,2.24766113847692,0.242264607152829,9.27771152745814,3.37539050218104e-13,2.7578580275288e-05,0.826961034936865,1,3.21079711828957,8068.125,25905.1125,4742.8016120258
"7102","CoronaVac","Beta.Spike.R2a","Spike","Beta","R2a","lm",60,-0.0139111266635788,0.00264481773433815,-5.25976761383901,2.07653096592113,0.224810026009857,9.23682543335538,5.4050234902364e-13,2.17676063012666e-06,0.889029938897234,1,8.48242602773684,8571.625,72708.1749999997,31985.9881696425
"7162","CoronaVac","Delta.Spike.R2a","Spike","Delta","R2a","lm",61,-0.0126630855311106,0.0024651455372104,-5.13685108646379,2.07600998742514,0.205756814832616,10.0896292991024,1.83887996878619e-14,3.30374535564686e-06,0.865896896435819,1,2.39211348612546,10040.875,24018.9125,6438.84975536209
"7223","CoronaVac","Gamma.Spike.R2a","Spike","Gamma","R2a","lm",59,-0.00577666674351992,0.00119186587364928,-4.84674229813529,1.16782652993125,0.0996806177933154,11.7156831065464,8.28315020118785e-17,1.00416961597155e-05,0.811926314872453,1,2.74344098220438,126267,346406.0625,67659.7986994622
"7282","CoronaVac","HKU1.Spike.R2a","Spike","HKU1","R2a","lm",54,-0.000994489666922259,0.00264453270084853,-0.376054970544764,0.398380378253035,0.23471652027368,1.69728307913104,0.0956214353308483,0.70840595397856,0.176192695675334,1,7.89304191497154,75092.5,592708.25,181616.356893222
"7336","CoronaVac","OC43.Spike.R2a","Spike","OC43","R2a","lm",58,0.000741332693221201,0.00235235005171063,0.315145568017015,-0.297372800646708,0.207469935407922,-1.43332960538123,0.157323440262413,0.753822494145266,0.101898572455065,1,2.54029143112909,437341.75,1110975.5,304828.931914706
"7394","CoronaVac","Omicron.Spike.R2a","Spike","Omicron","R2a","lm",56,-0.00421430645138861,0.00115113628826709,-3.66099695956315,0.537395078860763,0.0932485104600363,5.76304196399014,4.07873254169566e-07,0.000572378777101824,0.857872082782915,1,1.86120651695288,5677.5,10567,2020.32065977071
"7450","CoronaVac","WT.Spike.R2a","Spike","WT","R2a","lm",62,-0.00892817645495371,0.00233400346254681,-3.82526272913559,1.21991443925235,0.1976806306348,6.17113793766696,6.35023674831503e-08,0.000313606916111164,0.95402220324509,1,1.42607458013094,4391.25,6262.25,566.214279928946
"7512","CoronaVac","Alpha.Spike.R2b","Spike","Alpha","R2b","lm",61,-9.51016438438684e-05,0.00130629449412912,-0.0728026063581253,0.115704804739114,0.112750200131711,1.02620487239891,0.308984067308336,0.942209446800753,0.951131150134472,1,1.06391393766809,3160.5,3362.5,97.547663417724
"7573","CoronaVac","Beta.Spike.R2b","Spike","Beta","R2b","lm",62,-0.00036593699185971,0.00132375844392146,-0.276437890568365,0.129819055954203,0.113342488047228,1.14536973901711,0.256604091012585,0.783161784613667,0.965222024866785,1,1.068134991119,4222.5,4510.2,116.56431166843
"7635","CoronaVac","Delta.Spike.R2b","Spike","Delta","R2b","lm",62,-0.00199956364469073,0.00184078184433622,-1.08625780444492,0.351715121558135,0.15761092603207,2.23154022638361,0.0293928810187143,0.281709849301305,0.937196718449991,1,1.09087100715657,2864.5,3124.8,129.620183788847
"7697","CoronaVac","Gamma.Spike.R2b","Spike","Gamma","R2b","lm",60,-0.00118611952628653,0.000486083570558799,-2.44015555786626,0.190593902595573,0.0414397291107998,4.59930377647913,2.34766593418344e-05,0.017757719487943,0.793817982104131,1,1.175778062054,665041.75,781941.5,69835.0317548659
"7757","CoronaVac","HKU1.Spike.R2b","Spike","HKU1","R2b","lm",63,7.04229097800272e-05,0.00188888147893895,0.0372828631998585,0.340558751295902,0.165801799730757,2.05401118593966,0.0442670627350767,0.970381214155178,0.935908055498032,1,11.1708635328226,4829,53944.1000000001,17326.0992654138
"7820","CoronaVac","OC43.Spike.R2b","Spike","OC43","R2b","lm",56,-0.00170731603360943,0.00317182893323065,-0.538274941539943,0.74728603069047,0.277454753355874,2.69336178837049,0.00940349091672176,0.592599155073519,0.679641203703704,1,27.0056944444445,5400,145830.75,46184.7695863527
"7876","CoronaVac","Omicron.Spike.R2b","Spike","Omicron","R2b","lm",64,-5.20549977911045e-05,0.000225314438079534,-0.231032676977094,0.0274295741072782,0.0196779625735015,1.39392348190635,0.168316783040735,0.818050138803792,0.920506730007917,1,1.11467405647928,3789,4223.5,172.212675866693
"7940","CoronaVac","WT.Spike.R2b","Spike","WT","R2b","lm",63,-0.000372736036459299,0.00018550273159909,-2.00932909853241,0.0368135371379366,0.0155886604309651,2.36155873052509,0.0214073215132331,0.0489324650326761,0.966432872830323,1,1.04161530286929,3528.75,3675.6,82.2869868251206
"8003","CoronaVac","Alpha.Spike.R3av","Spike","Alpha","R3av","lm",59,-0.00484018404502491,0.00170590803991974,-2.83730654394045,0.566556423850885,0.145666357608022,3.88941161950002,0.000265116397670006,0.00629024849593758,0.94025870962622,1,1.10803904452028,3150.25,3490.6,144.35178753774
"8062","CoronaVac","Beta.Spike.R3av","Spike","Beta","R3av","lm",61,-0.0036669757069681,0.00149198291168199,-2.45778666649348,0.449099390354564,0.127401913421394,3.52506001121918,0.000825612102582709,0.016936412807401,0.945642471223867,1,1.08585858585858,4257,4622.5,158.10626049277
"8123","CoronaVac","Delta.Spike.R3av","Spike","Delta","R3av","lm",61,-0.00804131244244456,0.00204998271049717,-3.92262451837672,1.04749311936251,0.174612087303108,5.99897255419763,1.29832582109199e-07,0.000231090683339808,0.947939189189189,1,1.32608108108108,2960,3925.2,365.696872953895
"8184","CoronaVac","Gamma.Spike.R3av","Spike","Gamma","R3av","lm",65,-0.000695725818320515,0.000296444283708691,-2.34690245875744,0.071765344036323,0.025098494478781,2.85934855961163,0.00574988457360712,0.0220871947200717,0.862179544909339,1,1.17467716393609,1254739,1473913.25,98793.8688710648
"8249","CoronaVac","HKU1.Spike.R3av","Spike","HKU1","R3av","lm",58,-0.00197547091075285,0.00183700987488703,-1.07537304930074,0.540231365044269,0.158515413665521,3.40806835469134,0.0012182994688381,0.286819203337294,0.859853531774156,1,10.3004583038035,5291.25,54502.3,14952.8440255892
"8307","CoronaVac","OC43.Spike.R3av","Spike","OC43","R3av","lm",57,-0.00330521315729483,0.00277902733809757,-1.18934172110645,0.3516415743578,0.23872890004451,1.47297446723978,0.146458096570625,0.239414533821056,0.298243989039404,1,9.08459727528851,12955.5,117695.5,40513.3204876204
"8364","CoronaVac","Omicron.Spike.R3av","Spike","Omicron","R3av","lm",62,-0.000588380988388297,0.000221615254105732,-2.65496610674454,0.0621957384491125,0.0187699135382212,3.3135868379182,0.0015648938926159,0.0101418019122342,0.942567303940694,1,1.08672129015477,3844.5,4177.9,135.310494071492
"8426","CoronaVac","WT.Spike.R3av","Spike","WT","R3av","lm",61,-0.00139184928302228,0.000480875049943449,-2.89440943793187,0.180328849314554,0.0410594934400808,4.39189172116098,4.73441371905842e-05,0.00531689816894463,0.959485950773252,1,1.0558774413708,3443.25,3635.65,99.5121694819282
"8487","CoronaVac","Alpha.Spike.R3b","Spike","Alpha","R3b","lm",63,-0.00111694498069983,0.000705619578481054,-1.58292798947587,0.133596422846086,0.059296506890014,2.253023489122,0.0278649083740609,0.118609296822039,0.961110168052962,1,1.11371583771856,2945.5,3280.45,119.493853453881
"8550","CoronaVac","Beta.Spike.R3b","Spike","Beta","R3b","lm",63,-0.000859848386695518,0.000489605118202141,-1.75620792089129,0.0853981384478246,0.0411438034746068,2.07560145722869,0.0421540458014872,0.0840721760384019,0.952450090744102,1,1.05176043557169,4132.5,4346.4,111.410805322525
"8613","CoronaVac","Delta.Spike.R3b","Spike","Delta","R3b","lm",62,-0.00108652377206652,0.00140143949592349,-0.77529124534238,0.192231557605154,0.12000198971759,1.60190308558673,0.114429324473373,0.441212572927183,0.924712957900492,1,1.09119737561509,2743.5,2993.7,129.599005038648
"8675","CoronaVac","Gamma.Spike.R3b","Spike","Gamma","R3b","lm",63,-0.000161175628050494,0.000260969852223838,-0.617602480428472,-0.0444023045824413,0.0221701531033539,-2.00279647936775,0.0496488243272294,0.539136258736516,0.846209015787841,1,1.16793014199403,1142002.25,1333778.85,108456.403791545
"8738","CoronaVac","HKU1.Spike.R3b","Spike","HKU1","R3b","lm",67,0.000517788173530453,0.000384371984417485,1.34710175174489,0.00795698201895777,0.0343156212579266,0.231876379540114,0.817362493748716,0.182625167275012,0.946211952899356,1,1.86810847589425,4501,8408.35625,1197.75792138622
"8805","CoronaVac","OC43.Spike.R3b","Spike","OC43","R3b","lm",64,0.000144282535203549,0.00158733358797669,0.090896164672897,0.185035839267226,0.135781984792166,1.36274218962442,0.17789319760023,0.927868129282311,0.901770111966863,1,9.07057795611935,3862.75,35037.375,15263.9470488583
"8869","CoronaVac","Omicron.Spike.R3b","Spike","Omicron","R3b","lm",64,1.36161939002411e-05,0.000131201204678203,0.103781012785954,0.00794756374896695,0.0114585306528144,0.693593619441504,0.490527541573649,0.917678115296523,0.961683017825066,1,1.0486803924278,3618.5,3794.65,82.5536226675141
"8933","CoronaVac","WT.Spike.R3b","Spike","WT","R3b","lm",64,0.000150763236396332,0.000333757241292663,0.451715252116826,-0.000298147007283001,0.0291488754949375,-0.010228422270862,0.991871883787444,0.653050408426546,0.958154665089457,1,1.05913056335945,3381.5,3581.45,92.7002848055512
"8997","CoronaVac","Omicron.Spike.ADCPBL3","Spike","Omicron","ADCPBL3","lm",56,-0.00228394479855409,0.00123321452390387,-1.85202554323154,0.454240283041069,0.102675094439846,4.42405517637184,4.73490054436036e-05,0.0694920115098027,0.659369811236115,0.994365520570866,1.80707225799837,2203.523662,3943.2077038,751.497135705362
